_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,ObservationDate,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,PhysicalEventID,ConcentrationObservationID,EventDate,y_logC,y_logV,Result_mg_L_model_pred,Result_mg_L_model_pi_low,Result_mg_L_model_pi_high,Volume_model_pred,Volume_model_pi_low,Volume_model_pi_high,Result_mg_L_pred,Result_mg_L_pi_low,Result_mg_L_pi_high,q_conformal_logC,Volume_pred,Volume_pi_low,Volume_pi_high,q_conformal_logV,Result_mg_L_filled,Volume_filled
11113,2011-07-01,2011,1,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",Selenium,,,,52493.88,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.0418833333333333,0,0,,0.0015,0,,0.0015,Se,,,1.260271787488646,-1.1837220442008272,-1.1419802245933706,-1.3151477727398646,-1.5005142995239609,,1,2011-07-01,182,58,137,Siphon,PE_7ab5d22c48132f848099,CO_510f079b40df5fe888f3,2011-07-01,,8.912900176864722,0.3300646680541448,0.0,1.7512515209800066,8946.26974631317,838.9205288080493,95309.96474912555,0.3300646680541448,0.0,1.7512515209800066,0.7268283430420093,,,,,0.3300646680541448,7426.17
12224,2011-07-01,2011,1,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",NPOC,,,,52493.88,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.0418833333333333,0,0,,,0,,,NPOC,,,1.260271787488646,-1.1837220442008272,-1.1419802245933706,-1.3151477727398646,-1.5005142995239609,,1,2011-07-01,182,58,137,Siphon,PE_7ab5d22c48132f848099,CO_8cdf2de10225179c0a3b,2011-07-01,,8.912900176864722,4.147582657912343,1.4885466730205246,9.647824092396018,8946.26974631317,838.9205288080493,95309.96474912555,4.147582657912343,1.4885466730205246,9.647824092396018,0.7268283430420093,,,,,4.147582657912343,7426.17
13335,2011-07-01,2011,1,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TDS,,,,52493.88,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.0418833333333333,0,0,,,0,,,TDS,,,1.260271787488646,-1.1837220442008272,-1.1419802245933706,-1.3151477727398646,-1.5005142995239609,,1,2011-07-01,182,58,137,Siphon,PE_7ab5d22c48132f848099,CO_37dfea17ac8823e6d862,2011-07-01,,8.912900176864722,2.738246426313928,0.8072173533406146,6.732598582022922,8946.26974631317,838.9205288080493,95309.96474912555,2.738246426313928,0.8072173533406146,6.732598582022922,0.7268283430420093,,,,,2.738246426313928,7426.17
14446,2011-07-01,2011,1,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TSS,1149.12,,,52493.88,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.0418833333333333,0,0,1149.12,,0,,,TSS,-0.0690183002118578,,1.260271787488646,-1.1837220442008272,-1.1419802245933706,-1.3151477727398646,-1.5005142995239609,,1,2011-07-01,182,58,137,Siphon,PE_7ab5d22c48132f848099,CO_cff4f909408f86508604,2011-07-01,7.0476215637395265,8.912900176864722,1448.1985013770977,699.6003300607357,2996.6809976831696,8946.26974631317,838.9205288080493,95309.96474912555,,,,,,,,,1149.12,7426.17
6,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",OrthoP,0.356,0.0,,105994.38,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,0.356,0.75,1,,0.75,OP,0.9540750248604208,-0.3885840286996418,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_e7f6c011776e8db7cd33,2011-07-18,0.3045391895182038,10.265404035576527,0.31860109016170146,0.0,1.7275390001755868,23459.055726849027,2201.3011455624046,249907.6992784143,,,,,,,,,0.356,28720.58
1117,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TotalP,2.788,0.003,,105994.38,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,2.788,0.05,0,0.003,0.05,TP,0.610453185104825,-0.3939247207548482,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_e1d9ce80c3abd825263a,2011-07-18,1.3318381753238318,10.265404035576527,1.8756368894543294,0.3901975139858982,4.948282482739682,23459.055726849027,2201.3011455624046,249907.6992784143,,,,,,,,,2.788,28720.58
2228,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",ICP,0.381,0.0,,105994.38,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,0.381,,1,,,ICP,0.9512877500804964,-0.5205967931336314,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_3f14a60b7590cb27fad9,2011-07-18,0.3228078744271551,10.265404035576527,0.3048624463660401,0.0,1.699120483732838,23459.055726849027,2201.3011455624046,249907.6992784143,,,,,,,,,0.381,28720.58
3339,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TKN,,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,,,0,,,TKN,,,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_4cf84afda7c7875b511f,2011-07-18,,10.265404035576527,4.862682736992775,1.8342545597966526,11.127015463670661,23459.055726849027,2201.3011455624046,249907.6992784143,4.862682736992775,1.8342545597966526,11.127015463670661,0.7268283430420093,,,,,4.862682736992775,28720.58
4450,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",Nitrate,8.057,7.365,,105994.38,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,8.057,0.2,0,7.365,0.2,NO3,0.4856659696913643,0.4013682621047665,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_4469948f22fdf2a32bda,2011-07-18,2.2035379393928114,10.265404035576527,8.650136849047843,3.665260870163519,18.961400615543063,23459.055726849027,2201.3011455624046,249907.6992784143,,,,,,,,,8.057,28720.58
5561,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",Nitrite,,,,105994.38,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,,0.15,0,,0.15,NO2,,,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_f3058bcbb026a6921bf1,2011-07-18,,10.265404035576527,0.7696704804279317,0.0,2.660580359625465,23459.055726849027,2201.3011455624046,249907.6992784143,0.7696704804279317,0.0,2.660580359625465,0.7268283430420093,,,,,0.7696704804279317,28720.58
6672,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",NitrateNitrite,,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,,,0,,,NOx,,,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_c9147cda01f0e59bb238,2011-07-18,,10.265404035576527,3.9401793067870363,1.3882796246375633,9.21880827162796,23459.055726849027,2201.3011455624046,249907.6992784143,3.9401793067870363,1.3882796246375633,9.21880827162796,0.7268283430420093,,,,,3.9401793067870363,28720.58
7783,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TotalN,5.593,2.725,,105994.38,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,5.593,,0,2.725,,TN,-0.2169085251631426,-0.7637600322035871,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_2b3baf9bf9df0480f227,2011-07-18,1.8860084801311625,10.265404035576527,5.366917408324835,2.0780217019980953,12.170029716851854,23459.055726849027,2201.3011455624046,249907.6992784143,,,,,,,,,5.593,28720.58
8894,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",Ammonium(NH4),,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,,,0,,,NH4,,,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_2876370ec5a463a2b84a,2011-07-18,,10.265404035576527,0.5073997294101953,0.0,2.118070796010215,23459.055726849027,2201.3011455624046,249907.6992784143,0.5073997294101953,0.0,2.118070796010215,0.7268283430420093,,,,,0.5073997294101953,28720.58
10005,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TSP,,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,,,0,,,TSP,,,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_a1c5f5584e304e6cf402,2011-07-18,,10.265404035576527,0.5071464806255135,0.0,2.1175469484704847,23459.055726849027,2201.3011455624046,249907.6992784143,0.5071464806255135,0.0,2.1175469484704847,0.7268283430420093,,,,,0.5071464806255135,28720.58
11116,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",Selenium,,,,105994.38,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,,0.0015,0,,0.0015,Se,,,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_1ff3c9f22859d9845908,2011-07-18,,10.265404035576527,0.49037498062030754,0.0,2.0828549398736818,23459.055726849027,2201.3011455624046,249907.6992784143,0.49037498062030754,0.0,2.0828549398736818,0.7268283430420093,,,,,0.49037498062030754,28720.58
12227,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",NPOC,,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,,,0,,,NPOC,,,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_c2a86b19231a21a64b76,2011-07-18,,10.265404035576527,3.354209959181717,1.1049986814488593,8.006725056752895,23459.055726849027,2201.3011455624046,249907.6992784143,3.354209959181717,1.1049986814488593,8.006725056752895,0.7268283430420093,,,,,3.354209959181717,28720.58
13338,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TDS,,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,,,0,,,TDS,,,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_3dd4878eedbd996b902f,2011-07-18,,10.265404035576527,2.240766652481745,0.5667157978848412,5.703556899098625,23459.055726849027,2201.3011455624046,249907.6992784143,2.240766652481745,0.5667157978848412,5.703556899098625,0.7268283430420093,,,,,2.240766652481745,28720.58
14449,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TSS,1115.4,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.03242,0,0,1115.4,,0,,,TSS,-0.0835510483847602,,1.260271787488646,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,2011-07-18,199,75,120,Siphon,PE_35e13c2714d6ea95f5d3,CO_a00b8671c08db0c9e22d,2011-07-18,7.017864501662167,10.265404035576527,1183.9138600545602,571.8345983375749,2450.005682659552,23459.055726849027,2201.3011455624046,249907.6992784143,,,,,,,,,1115.4,28720.58
9,2011-07-19,2011,2,2,CT,OUT,CT2-02-OT,False,AC,False,,False,13281.57,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2 I2 T1, CT2 I2 T2, CT2 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",OrthoP,0.127,0.0,,129724.88,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.0418833333333333,0,0,0.127,0.75,1,,0.75,OP,-0.0861561612122027,-0.3885840286996418,1.260271787488646,-1.1837220442008272,-0.8777935925539692,-0.8192234335968713,0.7344783385910998,,1,2011-07-19,200,76,119,Siphon,PE_9e155a06de6d2a36ed95,CO_19581e27de7ced00ff1c,2011-07-19,0.11955923505763925,9.494207928403439,0.17315238853213336,0.0,1.4266769660247585,18832.388575507895,1766.975051619103,200622.03758825234,,,,,,,,,0.127,13281.57
1120,2011-07-19,2011,2,2,CT,OUT,CT2-02-OT,False,AC,False,,False,13281.57,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2 I2 T1, CT2 I2 T2, CT2 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TotalP,2.593,0.003,,129724.88,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.0418833333333333,0,0,2.593,0.05,0,0.003,0.05,TP,0.5375798489350779,-0.3939247207548482,1.260271787488646,-1.1837220442008272,-0.8777935925539692,-0.8192234335968713,0.7344783385910998,,1,2011-07-19,200,76,119,Siphon,PE_9e155a06de6d2a36ed95,CO_829f00a11ddfdebb51b6,2011-07-19,1.2789875081313817,9.494207928403439,1.418829779150038,0.1693587455568934,4.003372594367245,18832.388575507895,1766.975051619103,200622.03758825234,,,,,,,,,2.593,13281.57
2231,2011-07-19,2011,2,2,CT,OUT,CT2-02-OT,False,AC,False,,False,13281.57,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2 I2 T1, CT2 I2 T2, CT2 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",ICP,0.154,0.0,,129724.88,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.0418833333333333,0,0,0.154,,1,,,ICP,-0.1453010330004724,-0.5205967931336314,1.260271787488646,-1.1837220442008272,-0.8777935925539692,-0.8192234335968713,0.7344783385910998,,1,2011-07-19,200,76,119,Siphon,PE_9e155a06de6d2a36ed95,CO_b847856411aef26fd25b,2011-07-19,0.14323416808590783,9.494207928403439,0.2384966811003815,0.0,1.5618422618436205,18832.388575507895,1766.975051619103,200622.03758825234,,,,,,,,,0.154,13281.57
3342,2011-07-19,2011,2,2,CT,OUT,CT2-02-OT,False,AC,False,,False,13281.57,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2 I2 T1, CT2 I2 T2, CT2 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TKN,,,,129724.88,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,204.1975,204.1975,,True,0.0,,0.0418833333333333,0,0,,,0,,,TKN,,,1.260271787488646,-1.1837220442008272,-0.8777935925539692,-0.8192234335968713,0.7344783385910998,,1,2011-07-19,200,76,119,Siphon,PE_9e155a06de6d2a36ed95,CO_cc0ff843d1c33686df46,2011-07-19,,9.494207928403439,5.334068201965297,2.062141086060488,12.10208081847845,18832.388575507895,1766.975051619103,200622.03758825234,5.334068201965297,2.062141086060488,12.10208081847845,0.7268283430420093,,,,,5.334068201965297,13281.57
