_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,PhysicalEventID,ConcentrationObservationID,y_logC,y_logV,Result_mg_L_model_pred,Result_mg_L_model_pi_low,Result_mg_L_model_pi_high,Volume_model_pred,Volume_model_pi_low,Volume_model_pi_high,Result_mg_L_pred,Result_mg_L_pi_low,Result_mg_L_pi_high,q_conformal_logC,Volume_pred,Volume_pi_low,Volume_pi_high,q_conformal_logV,Result_mg_L_filled,Volume_filled
12224,2011-07-01,2011,1,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",NPOC,,,,52493.88,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,,,0,,,NPOC,,,2.62718420703775,-1.1837220442008272,-1.1419802245933706,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,PE_353c2d3559ff1894d370,CO_8cdf2de10225179c0a3b,,8.912900176864722,5.702986828836575,2.025350624748337,13.851181896079929,5528.003349226887,36.81529272968948,808398.8781731275,5.702986828836575,2.025350624748337,13.851181896079929,0.7955262286348486,,,,,5.702986828836575,7426.17
13335,2011-07-01,2011,1,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TDS,,,,52493.88,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,,,0,,,TDS,,,2.62718420703775,-1.1837220442008272,-1.1419802245933706,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,PE_353c2d3559ff1894d370,CO_37dfea17ac8823e6d862,,8.912900176864722,11.380652423492574,4.587929008463591,26.430655292715905,5528.003349226887,36.81529272968948,808398.8781731275,11.380652423492574,4.587929008463591,26.430655292715905,0.7955262286348486,,,,,11.380652423492574,7426.17
14446,2011-07-01,2011,1,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TSS,1149.12,,,52493.88,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,1149.12,,0,,,TSS,-0.0690183002118578,,2.62718420703775,-1.1837220442008272,-1.1419802245933706,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,PE_353c2d3559ff1894d370,CO_cff4f909408f86508604,7.0476215637395265,8.912900176864722,1525.0847328001905,687.7886725263503,3380.2034148931693,5528.003349226887,36.81529272968948,808398.8781731275,,,,,,,,,1149.12,7426.17
6,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",OrthoP,0.356,0.0,,105994.38,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,0.356,0.75,1,,0.75,OP,0.9540750248604208,-0.3885840286996418,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_e7f6c011776e8db7cd33,0.3045391895182038,10.265404035576527,0.25025000014875537,0.0,1.7700621591413572,19068.89272167701,129.42740798752206,2788222.8405831167,,,,,,,,,0.356,28720.58
1117,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TotalP,2.788,0.003,,105994.38,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,2.788,0.05,0,0.003,0.05,TP,0.610453185104825,-0.3939247207548482,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_e1d9ce80c3abd825263a,1.3318381753238318,10.265404035576527,2.1215877460632435,0.40890884599848554,5.916210430538155,19068.89272167701,129.42740798752206,2788222.8405831167,,,,,,,,,2.788,28720.58
2228,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",ICP,0.381,0.0,,105994.38,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,0.381,,1,,,ICP,0.9512877500804964,-0.5205967931336314,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_3f14a60b7590cb27fad9,0.3228078744271551,10.265404035576527,0.23023421801218535,0.0,1.7257150600207551,19068.89272167701,129.42740798752206,2788222.8405831167,,,,,,,,,0.381,28720.58
3339,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TKN,,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,,,0,,,TKN,,,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_4cf84afda7c7875b511f,,10.265404035576527,4.700534366731399,1.5729000590597284,11.630141599111129,19068.89272167701,129.42740798752206,2788222.8405831167,4.700534366731399,1.5729000590597284,11.630141599111129,0.7955262286348486,,,,,4.700534366731399,28720.58
4450,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",Nitrate,8.057,7.365,,105994.38,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,8.057,0.2,0,7.365,0.2,NO3,0.4856659696913643,0.4013682621047665,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_4469948f22fdf2a32bda,2.2035379393928114,10.265404035576527,8.083335856951086,3.099706073030676,19.125098926709313,19068.89272167701,129.42740798752206,2788222.8405831167,,,,,,,,,8.057,28720.58
5561,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",Nitrite,,,,105994.38,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,,0.15,0,,0.15,NO2,,,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_f3058bcbb026a6921bf1,,10.265404035576527,0.6109669460449403,0.0,2.569269007267073,19068.89272167701,129.42740798752206,2788222.8405831167,0.6109669460449403,0.0,2.569269007267073,0.7955262286348486,,,,,0.6109669460449403,28720.58
6672,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",NitrateNitrite,,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,,,0,,,NOx,,,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_c9147cda01f0e59bb238,,10.265404035576527,4.218306537069385,1.3552495842799308,10.561714434245962,19068.89272167701,129.42740798752206,2788222.8405831167,4.218306537069385,1.3552495842799308,10.561714434245962,0.7955262286348486,,,,,4.218306537069385,28720.58
7783,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TotalN,5.593,2.725,,105994.38,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,5.593,,0,2.725,,TN,-0.2169085251631426,-0.7637600322035871,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_2b3baf9bf9df0480f227,1.8860084801311625,10.265404035576527,5.773623410097563,2.0572319980383256,14.007684772127833,19068.89272167701,129.42740798752206,2788222.8405831167,,,,,,,,,5.593,28720.58
8894,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",Ammonium(NH4),,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,,,0,,,NH4,,,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_2876370ec5a463a2b84a,,10.265404035576527,0.3184168464279687,0.0,1.9210930740492462,19068.89272167701,129.42740798752206,2788222.8405831167,0.3184168464279687,0.0,1.9210930740492462,0.7955262286348486,,,,,0.3184168464279687,28720.58
10005,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TSP,,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,,,0,,,TSP,,,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_a1c5f5584e304e6cf402,,10.265404035576527,0.31736537779991564,0.0,1.918763433211216,19068.89272167701,129.42740798752206,2788222.8405831167,0.31736537779991564,0.0,1.918763433211216,0.7955262286348486,,,,,0.31736537779991564,28720.58
11116,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",Selenium,,,,105994.38,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,,0.0015,0,,0.0015,Se,,,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_1ff3c9f22859d9845908,,10.265404035576527,0.33538117806220646,0.0,1.9586793592798286,19068.89272167701,129.42740798752206,2788222.8405831167,0.33538117806220646,0.0,1.9586793592798286,0.7955262286348486,,,,,0.33538117806220646,28720.58
12227,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",NPOC,,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,,,0,,,NPOC,,,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_c2a86b19231a21a64b76,,10.265404035576527,4.6892045384497285,1.5677864128680357,11.605039156728495,19068.89272167701,129.42740798752206,2788222.8405831167,4.6892045384497285,1.5677864128680357,11.605039156728495,0.7955262286348486,,,,,4.6892045384497285,28720.58
13338,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TDS,,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,,,0,,,TDS,,,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_3dd4878eedbd996b902f,,10.265404035576527,9.686953251349653,3.8234886210031105,22.678084218799544,19068.89272167701,129.42740798752206,2788222.8405831167,9.686953251349653,3.8234886210031105,22.678084218799544,0.7955262286348486,,,,,9.686953251349653,28720.58
14449,2011-07-18,2011,2,1,CT,OUT,CT1-02-OT,False,AC,False,,False,28720.58,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1 I2 T1, CT1 I2 T2, CT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.  CT1 I2 T2 value used in this sheet is the average between the sample and its dupe",TSS,1115.4,,,105994.38,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,1115.4,,0,,,TSS,-0.0835510483847602,,2.62718420703775,-1.1837220442008272,-0.1812092338555639,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,PE_effee813e2968c98d235,CO_a00b8671c08db0c9e22d,7.017864501662167,10.265404035576527,1246.828236730006,562.1993664867426,2763.696484113265,19068.89272167701,129.42740798752206,2788222.8405831167,,,,,,,,,1115.4,28720.58
9,2011-07-19,2011,2,2,CT,OUT,CT2-02-OT,False,AC,False,,False,13281.57,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2 I2 T1, CT2 I2 T2, CT2 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",OrthoP,0.127,0.0,,129724.88,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,0.127,0.75,1,,0.75,OP,-0.0861561612122027,-0.3885840286996418,2.62718420703775,-1.1837220442008272,-0.8777935925539692,-0.8192234335968713,0.7344783385910998,,1,200,76,119,Siphon,PE_e2027be3a66d5ec6f4d2,CO_19581e27de7ced00ff1c,0.11955923505763925,9.494207928403439,0.2126731753297065,0.0,1.6868066978499785,14336.758662374636,97.06225582792443,2096333.8408099741,,,,,,,,,0.127,13281.57
1120,2011-07-19,2011,2,2,CT,OUT,CT2-02-OT,False,AC,False,,False,13281.57,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2 I2 T1, CT2 I2 T2, CT2 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TotalP,2.593,0.003,,129724.88,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,2.593,0.05,0,0.003,0.05,TP,0.5375798489350779,-0.3939247207548482,2.62718420703775,-1.1837220442008272,-0.8777935925539692,-0.8192234335968713,0.7344783385910998,,1,200,76,119,Siphon,PE_e2027be3a66d5ec6f4d2,CO_829f00a11ddfdebb51b6,1.2789875081313817,9.494207928403439,2.0668342274971065,0.38419619239627295,5.794898173116157,14336.758662374636,97.06225582792443,2096333.8408099741,,,,,,,,,2.593,13281.57
2231,2011-07-19,2011,2,2,CT,OUT,CT2-02-OT,False,AC,False,,False,13281.57,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2 I2 T1, CT2 I2 T2, CT2 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",ICP,0.154,0.0,,129724.88,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,0.154,,1,,,ICP,-0.1453010330004724,-0.5205967931336314,2.62718420703775,-1.1837220442008272,-0.8777935925539692,-0.8192234335968713,0.7344783385910998,,1,200,76,119,Siphon,PE_e2027be3a66d5ec6f4d2,CO_b847856411aef26fd25b,0.14323416808590783,9.494207928403439,0.1516095207907239,0.0,1.5515136614834995,14336.758662374636,97.06225582792443,2096333.8408099741,,,,,,,,,0.154,13281.57
3342,2011-07-19,2011,2,2,CT,OUT,CT2-02-OT,False,AC,False,,False,13281.57,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2 I2 T1, CT2 I2 T2, CT2 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TKN,,,,129724.88,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,,,0,,,TKN,,,2.62718420703775,-1.1837220442008272,-0.8777935925539692,-0.8192234335968713,0.7344783385910998,,1,200,76,119,Siphon,PE_e2027be3a66d5ec6f4d2,CO_cc0ff843d1c33686df46,,9.494207928403439,5.042065875574071,1.7270481411062741,12.386841066167296,14336.758662374636,97.06225582792443,2096333.8408099741,5.042065875574071,1.7270481411062741,12.386841066167296,0.7955262286348486,,,,,5.042065875574071,13281.57
4453,2011-07-19,2011,2,2,CT,OUT,CT2-02-OT,False,AC,False,,False,13281.57,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2 I2 T1, CT2 I2 T2, CT2 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",Nitrate,7.213,7.365,,129724.88,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,7.213,0.2,0,7.365,0.2,NO3,0.2443699754160918,0.4013682621047665,2.62718420703775,-1.1837220442008272,-0.8777935925539692,-0.8192234335968713,0.7344783385910998,,1,200,76,119,Siphon,PE_e2027be3a66d5ec6f4d2,CO_ed9d0fce1e4dc986fe5e,2.1057182647580555,9.494207928403439,7.81460765690851,2.9784173030171726,18.529702951549517,14336.758662374636,97.06225582792443,2096333.8408099741,,,,,,,,,7.213,13281.57
5564,2011-07-19,2011,2,2,CT,OUT,CT2-02-OT,False,AC,False,,False,13281.57,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2 I2 T1, CT2 I2 T2, CT2 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",Nitrite,,,,129724.88,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,,0.15,0,,0.15,NO2,,,2.62718420703775,-1.1837220442008272,-0.8777935925539692,-0.8192234335968713,0.7344783385910998,,1,200,76,119,Siphon,PE_e2027be3a66d5ec6f4d2,CO_6c4c237fa6808f1c64a0,,9.494207928403439,0.5155969590956349,0.0,2.3579666341939727,14336.758662374636,97.06225582792443,2096333.8408099741,0.5155969590956349,0.0,2.3579666341939727,0.7955262286348486,,,,,0.5155969590956349,13281.57
