Date,Tractor Model,Horsepower,Implement Model,Implement Size,Notes,Operation,SWAT Implement,Tillage Code,Mixing Depth (mm),Mixing Efficiency,Area Fraction,Type / Note,Op System,Compute_Warning,Disturbance_Fraction,RowID,Window_ID,Window_Start,Window_End,Crop,Disturbance_Cum,Disturbance_CumAllYears
2020-10-09,Case 2166 Combine,,,,,Harvest Grain Corn,,,,,,,ST,,0.0,328,10.0,2019-08-02 00:00:00.000000000,2020-10-09,grain corn,0.12312500000000001,3.6931875
2020-10-21,,,JD 568 Round Baler 5x6,,,Bale,,,,,,,ST,,0.0,330,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,0.0,3.6931875
2020-10-21,,,Hiniker Flail Shredder/Windrower 6 Row,6 row,,Shred Stalks,,,,,,,ST,,0.0,329,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,0.0,3.6931875
2020-10-22,JD 8245R,245.0,Landoll 7530 VT Plus Disc,~26' +,,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),ST,,0.3,331,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,0.3,3.9931875
2021-03-08,JD 8245R,245.0,Landoll 7530 VT Plus Disc,~26' +,,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),ST,,0.3,332,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,0.6,4.2931875
2021-04-09,JD 6155R,155.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,ST,,0.20625000000000002,333,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,0.80625,4.4994375
2021-04-13,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,ST,,0.20625000000000002,334,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,1.0125,4.7056875
2021-04-13,JD 8295R,295.0,Kuhn Gladiator Strip Tiller,,,Strip Till + Fertilizer Application,,,,,,,ST,,0.0,335,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,1.0125,4.7056875
2021-04-27,JD 6130R,130.0,Monosem NG+4 6 Row,6 row,,Plant Grain Corn,,,,,,,ST,,0.0,336,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,1.0125,4.7056875
2021-05-25,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,337,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,1.0125,4.7056875
2021-06-10,,,,,,Fertilizer Application,,,,,,,ST,,0.0,338,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,1.0125,4.7056875
2021-06-18,JD 6195R,195.0,Red Pipe Ditcher,6 row,,Clean Furrows,Furrow-out Cultivator,FUROWOUT,25.0,0.75,0.17,Tillage,ST,,0.0159375,340,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,1.0284375000000001,4.721625
2021-06-18,JD 6130R,130.0,Eversman 1076 6 Row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,339,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,1.0503125,4.7435
2021-06-18,JD 6195R,195.0,Yetter 12 row liquid applicator ,12 row,,Fertilizer Application,,,,,,,ST,,0.0,341,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,1.0503125,4.7435
2021-07-23,,,,,,Pesticide and Fertilizer Application,,,,,,,ST,,0.0,342,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,1.0503125,4.7435
2021-10-22,Case 2166 Combine,,,,,Harvest Grain,,,,,,,ST,,0.0,343,11.0,2020-10-09 00:00:00.000000000,2021-10-22,grain corn,1.0503125,4.7435
2021-10-29,,,JD 568 Round Baler 5x6,,,Bale,,,,,,,ST,,0.0,345,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,0.0,4.7435
2021-10-29,,,Hiniker Flail Shredder/Windrower 6 Row,6 row,,Shred and Chop,,,,,,,ST,,0.0,344,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,0.0,4.7435
2021-11-23,JD 8245R,245.0,Landoll 7530 VT Plus Disc,~26' +,,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),ST,,0.3,346,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,0.3,5.0435
2021-11-29,New Holland T8.435,380.0,Great Plains Subsoiler,,,Subsoil Rip,Deep Ripper–Subsoiler,RIPRSUBS,350.0,0.25,1.0,Tillage,ST,,0.4375,347,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,0.7375,5.481
2022-04-11,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,ST,,0.20625000000000002,350,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,0.94375,5.68725
2022-04-11,JD 6125R,125.0,Loader Agfinity Spreader Cart,,,Fertilizer Application,,,,,,,ST,,0.0,351,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,0.94375,5.68725
2022-04-11,JD 8245R,245.0,Kuhn Gladiator Strip Tiller,,,Strip Till,Coulter-Chisel,CCHPLOW,150.0,0.5,0.27,Tillage (banded; use AreaFraction = strip_width/row_spacing),ST,,0.10125,349,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,1.045,5.7885
2022-04-11,JD 8245R,245.0,Landoll 7530 VT Plus Disc,~26' +,,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),ST,,0.3,348,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,1.345,6.0885
2022-04-12,JD 6130R,130.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,ST,,0.06999999999999999,352,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,1.415,6.1585
2022-04-29,JD 6130R,130.0,Monosem NG+4 6 row,6 row,,Plant Grain Corn w/ Optistart Gold,,,,,,,ST,,0.0,353,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,1.415,6.1585
2022-06-07,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,354,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,1.415,6.1585
2022-06-13,JD 6125R,125.0,Red Pipe Ditcher,6 row,,Clean Furrows,Furrow-out Cultivator,FUROWOUT,25.0,0.75,0.17,Tillage,ST,,0.0159375,356,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,1.4309375,6.1744375
2022-06-13,JD 8295R,295.0,Hiniker 6 row cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,355,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,1.4528125,6.1963125
2022-06-13,JD 6195R,195.0,Yetter 12 row liquid applicator ,12 row,,Fertilizer Application,,,,,,,ST,,0.0,357,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,1.4528125,6.1963125
2022-10-24,Case 2166 Combine,,,,,Harvest Grain,,,,,,,ST,,0.0,358,12.0,2021-10-22 00:00:00.000000000,2022-10-24,grain corn,1.4528125,6.1963125
2022-11-02,,,JD 560M Round Baler,,,Chop and Bale,,,,,,,ST,,0.0,360,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.0,6.1963125
2022-11-02,,,Hiniker Flail Shredder/Windrower 6 Row,6 row,,Shred and Windrow,,,,,,,ST,,0.0,359,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.0,6.1963125
2022-11-10,JD 8245R,245.0,Landoll 7530 VT Plus Disc,~26' +,,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),ST,,0.3,361,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.3,6.4963125
2023-04-14,JD 8295R,295.0,Kuhn Gladiator Strip Tiller,,,Strip Till + Fertilizer Application,,,,,,,ST,,0.0,362,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.3,6.4963125
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,,Fertilizer Application,,,,,,,ST,,0.0,363,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.3,6.4963125
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,"This is one operation, planting with an optistart addition",Plant Silage Corn,,,,,,,ST,,0.0,364,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.3,6.4963125
2023-05-31,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,365,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.3,6.4963125
2023-06-26,JD 8245R,245.0,Yetter 12 row liquid applicator ,12 row,"This is labelled pre-plant, but obviously comes quite a bit later. I think we're also putting this on a cultivator",Fertilizer Application,,,,,,,ST,,0.0,366,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.3,6.4963125
2023-06-28,JD 6155R,155.0,Hiniker 6 row cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,367,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.32187499999999997,6.5181875
2023-06-28,JD 6125R,125.0,Red Piper Ditcher 6 Row,6 row,,Pipe Ditch,,,,,,,ST,,0.0,368,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.32187499999999997,6.5181875
2023-09-08,Custom Silage Harvester,,,,,Harvest Silage Corn,,,,,,,ST,,0.0,369,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.32187499999999997,6.5181875
2023-09-12,JD 6125R,125.0,PV COOP Spreader Cart,,,Fertilizer Application,,,,,,,ST,,0.0,371,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.0,6.5181875
2023-09-12,JD 8295R,295.0,Landoll 7530 VT Plus Disc,~ 26' +,,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),ST,,0.3,370,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.3,6.8181875000000005
2023-09-13,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,ST,,0.20625000000000002,372,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.50625,7.0244375
2023-09-13,JD 6125 R,125.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,ST,,0.06999999999999999,373,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.57625,7.0944375
2023-09-13,,,Air Seeder APV 20',,Custom this out,Plant Hard Red Winter Wheat,,,,,,,ST,,0.0,374,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.57625,7.0944375
